logger_id,date_time_start,date_time_stop,notes,
20012591,7/6/2022 0:06,7/8/2022 17:00,,
20012591,7/30/2022 17:00,8/30/2022 17:15,,
20625008,7/10/2022 0:06,7/15/2022 17:00,,
20625008,7/25/2022 17:00,8/10/2022 17:00,,
21235341,7/11/2022 0:06,7/16/2022 17:45,,
21235341,7/26/2022 17:00,8/11/2022 17:00,,
21235341,8/26/2022 17:00,8/29/2022 17:00,,
,,,,
,, ,,
